Total Nacional;Municipios;Indicadores;Sexo;Periodo;Total
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2012;79,64
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2011;81,96
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2010;83,81
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2023;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2022;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2021;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2020;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2019;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2018;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2017;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2016;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2015;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2014;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2013;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2012;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2011;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2010;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2023;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2022;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2021;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2020;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2019;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2018;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2017;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2016;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2015;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2014;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2013;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2012;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2011;""
Total Nacional;Valladolid;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2010;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2023;52,32
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2022;52
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2021;52,08
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2020;51,84
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2019;53,66
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2018;53,29
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2017;52,69
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2016;53,81
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2015;53,65
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2014;53,49
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2013;53,98
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2012;54,47
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2011;55,33
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Total;2010;54,99
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2023;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2022;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2021;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2020;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2019;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2018;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2017;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2016;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2015;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2014;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2013;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2012;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2011;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Mujeres;2010;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2023;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2022;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2021;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2020;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2019;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2018;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2017;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2016;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2015;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2014;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2013;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2012;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2011;""
Total Nacional;Valladolid;Tasa de actividad (Porcentaje);Hombres;2010;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2023;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2022;84,02
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2021;80,12
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2020;78,97
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2019;79,33
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2018;78,6
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2017;78,52
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2016;77,6
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2015;77,84
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2014;78,86
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2013;88,31
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2012;77,57
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2011;77,73
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2010;78,12
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2023;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2022;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2021;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2020;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2019;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2018;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2017;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2016;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2015;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2014;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2013;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2012;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2011;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2010;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2023;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2022;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2021;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2020;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2019;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2018;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2017;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2016;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2015;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2014;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2013;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2012;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2011;""
Total Nacional;Valladolid;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2010;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2023;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2022;11,15
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2021;13,84
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2020;14,69
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2019;15,19
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2018;15,13
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2017;15,54
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2016;16,7
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2015;16,26
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2014;15,17
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2013;5,36
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2012;14,77
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2011;14,81
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2010;13,62
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2023;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2022;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2021;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2020;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2019;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2018;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2017;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2016;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2015;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2014;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2013;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2012;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2011;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Mujeres;2010;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2023;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2022;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2021;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2020;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2019;""
Total Nacional;Valladolid;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Hombres;2018;""
